Filter,Max Residual
Johnson:U,1.3880614506689426e-06
Johnson:V,4.895379068781125e-07
Stromgren:v,5.584235699407358e-07
Gaia:G,1.2691661893660111e-06
Bolometric:900-40000,7.440788024837275e-06
