Filter,Max Residual
Johnson:U,8.970133904551147e-07
Johnson:V,3.1632201002995686e-07
Stromgren:v,3.609036105522989e-07
Gaia:G,8.197399685716533e-07
Bolometric:900-40000,4.806253143474493e-06
