Filter,Max Residual
Johnson:U,1.04620722363169e-06
Johnson:V,3.688553629199731e-07
Stromgren:v,4.208187432963584e-07
Gaia:G,9.563334140150204e-07
Bolometric:900-40000,5.606531136015391e-06
