Filter,Max Residual
Johnson:U,1.547832495507606e-08
Johnson:V,5.457546747855702e-09
Stromgren:v,6.226448023838316e-09
Gaia:G,1.4148589966289649e-08
Bolometric:900-40000,8.294812714471078e-08
