Filter,Max Residual
Johnson:U,1.9680627483253943e-07
Johnson:V,6.939306240738574e-08
Stromgren:v,7.916951871855815e-08
Gaia:G,1.7989952783015184e-07
Bolometric:900-40000,1.0546873694394776e-06
