Filter,Max Residual
Johnson:U,1.5249574674802702e-05
Johnson:V,5.3888669244717136e-06
Stromgren:v,6.136526907174478e-06
Gaia:G,1.3986815307731604e-05
Bolometric:900-40000,8.200013905756975e-05
