Filter,Max Residual
Johnson:U,5.8948835124361665e-06
Johnson:V,2.077963799140825e-06
Stromgren:v,2.3705411980046165e-06
Gaia:G,5.389001031197438e-06
Bolometric:900-40000,3.15912859271128e-05
