Filter,Max Residual
Johnson:U,1.6970508023073094e-05
Johnson:V,5.972451349589569e-06
Stromgren:v,6.813188785148583e-06
Gaia:G,1.5512083918700625e-05
Bolometric:900-40000,9.090402868694447e-05
