Filter,Max Residual
Johnson:U,1.5932264231577342e-05
Johnson:V,5.614312411639233e-06
Stromgren:v,6.4046839975961944e-06
Gaia:G,1.4563796598365819e-05
Bolometric:900-40000,8.537056901436468e-05
