Filter,Max Residual
Johnson:U,1.879604421861636e-05
Johnson:V,6.6068182164036315e-06
Stromgren:v,7.535328984342726e-06
Gaia:G,1.718423858443341e-05
Bolometric:900-40000,0.00010067272119029802
