Filter,Max Residual
Johnson:U,3.6965380405540316e-06
Johnson:V,1.303475676395216e-06
Stromgren:v,1.4871364623081362e-06
Gaia:G,3.3788360511710636e-06
Bolometric:900-40000,1.980927531619603e-05
