Filter,Max Residual
Johnson:U,3.130045234112089e-08
Johnson:V,1.10363537197955e-08
Stromgren:v,1.2591241160819777e-08
Gaia:G,2.8611455538118946e-08
Bolometric:900-40000,1.6773882483001046e-07
