Filter,Max Residual
Johnson:U,9.085883385662186e-07
Johnson:V,3.2042701003653917e-07
Stromgren:v,3.655939793123508e-07
Gaia:G,8.302437909391003e-07
Bolometric:900-40000,4.86800959831335e-06
