Filter,Max Residual
Johnson:U,8.064996321888174e-07
Johnson:V,2.8433753229695213e-07
Stromgren:v,3.243922249707154e-07
Gaia:G,7.372242900594017e-07
Bolometric:900-40000,4.321974809262663e-06
