Filter,Max Residual
Johnson:U,1.3602674732049458e-05
Johnson:V,4.785202269319555e-06
Stromgren:v,5.457618004189868e-06
Gaia:G,1.2437647685992204e-05
Bolometric:900-40000,7.2876598329219e-05
