Filter,Max Residual
Johnson:U,1.1543084093013078e-06
Johnson:V,4.0677577961556466e-07
Stromgren:v,4.640454185356191e-07
Gaia:G,1.0552303717492606e-06
Bolometric:900-40000,6.185589948248804e-06
