Filter,Max Residual
Johnson:U,6.254494889779139e-07
Johnson:V,2.2051240555764906e-07
Stromgren:v,2.5157412453236105e-07
Gaia:G,5.717344511158018e-07
Bolometric:900-40000,3.3518036833823928e-06
