Filter,Max Residual
Johnson:U,1.9435021259006646e-07
Johnson:V,6.852384970557068e-08
Stromgren:v,7.817760450112843e-08
Gaia:G,1.7765443971473616e-07
Bolometric:900-40000,1.0415146804998443e-06
