"wav","filter","error"
845.975,0,0
846,0.490988297858479,0.00675234509312881
846.025,0.491218781049369,0.00681525121233961
846.05,0.491446361383923,0.00697690204257864
846.075,0.491671038862142,0.00707099027286669
846.1,0.491892813484024,0.00664218799017733
846.125,0.49211168524957,0.00641620071259605
846.15,0.49232765415878,0.00670323037615543
846.175,0.492540720211653,0.00628976150153481
846.2,0.492750883408192,0.00610747319916628
846.225,0.492958143748394,0.00608559242305148
846.25,0.49316250123226,0.00625054500822745
846.275,0.49336395585979,0.00615750101647917
846.3,0.493562507630984,0.00629682628657699
846.325,0.493758156545842,0.00593555445208597
846.35,0.493950902604364,0.00547660406310799
846.375,0.49414074580655,0.00514402058541286
846.4,0.494327686152399,0.00520969147639024
846.425,0.494511723641913,0.00517572597212014
846.45,0.494692858275092,0.00518369971504405
846.475,0.494871090051933,0.00504510987180912
846.5,0.495046418972439,0.00480747000410836
846.525,0.495218845036609,0.00472882911947064
846.55,0.495388368244442,0.00468057836956449
846.575,0.495554988595941,0.00466807190298767
846.6,0.495718706091103,0.00459988577013484
846.625,0.495879520729929,0.00457422546548502
846.65,0.496037432512418,0.00469889803696029
846.675,0.496192441438571,0.00456676674386361
846.7,0.49634454750839,0.00440201619791361
846.725,0.496493750721871,0.00400503754684176
846.75,0.496640051079016,0.00384508893483217
846.775,0.496783448579827,0.00413482037033844
846.8,0.496923943224301,0.00399319532272611
846.825,0.497061535012439,0.00411248247252094
846.85,0.49719622394424,0.00436954204695167
846.875,0.497328010019705,0.00416225738490084
846.9,0.497456893238835,0.00389174019300146
846.925,0.497582873601628,0.00419645504547281
846.95,0.497705951108086,0.00422684324633704
846.975,0.497826125758208,0.00435487933976698
847,0.497943397551992,0.00454791749432816
847.025,0.498057766489442,0.00460520097940993
847.05,0.498169232570557,0.004762631110181
847.075,0.498277795795334,0.00473847637566132
847.1,0.498383456163774,0.00463743155967558
847.125,0.498486213675881,0.00469461185056172
847.15,0.49858606833165,0.00449810218053667
847.175,0.498683020131083,0.00449157153786371
847.2,0.498777069074181,0.00419932546911204
847.225,0.498868215160943,0.00407061671853631
847.25,0.498956458391367,0.00400944213545519
847.275,0.499041798765458,0.00408278984718176
847.3,0.49912423628321,0.00423576886692929
847.325,0.499203770944628,0.00420608902268304
847.35,0.499280402749709,0.00414053564871571
847.375,0.499354131698454,0.00435783486310459
847.4,0.499424957790863,0.00441862405022635
847.425,0.499492881026937,0.00419066478840273
847.45,0.499557901406673,0.0041376799965232
847.475,0.499620018930076,0.00398444691332439
847.5,0.499679233597141,0.00412461331071622
847.525,0.49973554540787,0.00414967927357326
847.55,0.499788954362263,0.004168308691248
847.575,0.49983946046032,0.00436178409157501
847.6,0.499887063702042,0.00431429862243165
847.625,0.499931764087427,0.00429644200662335
847.65,0.499973561616476,0.00451390824040013
847.675,0.500012456289188,0.00465586835445949
847.7,0.500048448105566,0.00492996609723537
847.725,0.500081537065607,0.00493476572402377
847.75,0.500111723169312,0.00481767639363638
847.775,0.50013900641668,0.00495230262386495
847.8,0.500163386807714,0.00496677237313764
847.825,0.500184864342411,0.0049016130691159
847.85,0.500203439020772,0.00492040652496947
847.875,0.500219110842797,0.00479118159732526
847.9,0.500231879808486,0.00535291670658471
847.925,0.500241745917839,0.00526334415504688
847.95,0.500248709170856,0.00538044046059593
847.975,0.500252769567536,0.00550767773541925
848,0.500253927107881,0.00587011376713617
848.025,0.500252181791891,0.00568579772018742
848.05,0.500247533619563,0.00605761509154935
848.075,0.5002399825909,0.00591058965395927
848.1,0.500229528705901,0.00618522963526156
848.125,0.500216171964566,0.00629804353609959
848.15,0.500199912366895,0.00631375567652859
848.175,0.500180749912888,0.0069813809378278
848.2,0.500158684602545,0.00647249131497164
848.225,0.500133716435866,0.00652914337609661
848.25,0.50010584541285,0.00642986139739293
848.275,0.500075071533498,0.00635726024396831
848.3,0.500041394797811,0.0060700724767449
848.325,0.500004815205789,0.00609218340175899
848.35,0.499965332757429,0.00611967970060027
848.375,0.499922947452734,0.00625571448350464
848.4,0.499877659291702,0.0063259101207483
848.425,0.499829468274335,0.00635115164365821
848.45,0.499778374400632,0.00655852762069834
848.475,0.499724377670592,0.00666607310644331
848.5,0.499667478084217,0.00668241350369784
848.525,0.499607675641506,0.00682990383692837
848.55,0.499544970342458,0.00622861406669363
848.575,0.499479362187075,0.00667309039133999
848.6,0.499410851175354,0.00622140747679193
848.625,0.4993394373073,0.00609235129015966
848.65,0.499266917130444,0.00636510616604331
848.675,0.499195087192325,0.00587600632928015
848.7,0.499123947492942,0.00597899069719074
848.725,0.499053498032295,0.00617900895281467
848.75,0.498983738810385,0.00582946011800761
848.775,0.498914669827211,0.00556545269477865
848.8,0.498846291082773,0.00549032099416085
848.825,0.498778602577071,0.00520225854175184
848.85,0.498711604310104,0.00504102687024723
848.875,0.498645296281875,0.00481296776104649
848.9,0.498579678492383,0.00477865080578878
848.925,0.498514750941625,0.00495713999286511
848.95,0.498450513629604,0.00512644415109081
848.975,0.498386966556319,0.00518576237465033
849,0.498324109721771,0.00523431073689519
849.025,0.498261943125959,0.00513087768960528
849.05,0.498200466768883,0.00502959976269978
849.075,0.498139680650543,0.00503883508730129
849.1,0.49807958477094,0.00508011575605027
849.125,0.498020179130073,0.00525196688299918
849.15,0.497961463727942,0.00548449962063939
849.175,0.497903438564547,0.00561720911294605
849.2,0.497846103639887,0.00536228050864672
849.225,0.497789458953965,0.00524345107589627
849.25,0.497733504506779,0.0050640929307386
849.275,0.497678240298329,0.00493169745490236
849.3,0.497623666328615,0.00490278945543596
849.325,0.497569782597637,0.00477975396886735
849.35,0.497516589105396,0.00500898432925888
849.375,0.497464085851891,0.0051354579855904
849.4,0.497412272837121,0.00483628182216298
849.425,0.497361150061088,0.00468950117766175
849.45,0.497310717523792,0.00461611449202528
849.475,0.497260975225232,0.00466370898914416
849.5,0.497211923165408,0.00454206050566301
849.525,0.49716356134432,0.0044209765582939
849.55,0.497115889761968,0.00445050245011967
849.575,0.497068908418353,0.00445205798430965
849.6,0.497022617313474,0.00443504670398491
849.625,0.49697701644733,0.00440772824602961
849.65,0.496932105819923,0.00424048494662888
849.675,0.496887885431253,0.00422076193418561
849.7,0.496844355281318,0.0043398210139197
849.725,0.49680151537012,0.00413534576887361
849.75,0.496759365697657,0.00480716271173152
849.775,0.496717906263932,0.00478043322018253
849.8,0.496677137068942,0.00493494752639639
849.825,0.496637058112689,0.00476350705110875
849.85,0.496597669395172,0.00497820166771055
849.875,0.49655897091639,0.00556211011145744
849.9,0.496520962676346,0.00542764898193646
849.925,0.496483644675038,0.00523562115089355
849.95,0.496447016912465,0.0052378172273923
849.975,0.496411079388629,0.0055754871217757
850,0.49637583210353,0.00546999276319948
850.025,0.496341275057165,0.00545392471753901
850.05,0.496307408249538,0.00602445336782226
850.075,0.496274231680647,0.00589537592040885
850.1,0.496241745350492,0.00537423901155303
850.125,0.496209949259073,0.00554210248840111
850.15,0.496178843406391,0.00626545558875072
850.175,0.496148427792444,0.00685229212669736
850.2,0.496118702417234,0.00674755446593977
850.225,0.49608966728076,0.00638434710123146
850.25,0.496061322383023,0.00644129359348854
850.275,0.49603366772402,0.00627124861986881
850.3,0.496006703303755,0.00594550408976345
850.325,0.495980429122226,0.00549954945434971
850.35,0.495954845179434,0.00586063575485889
850.375,0.495929951475376,0.00613379401399886
850.4,0.495905748010056,0.00641627145000606
850.425,0.495882234783472,0.00680173468828113
850.45,0.495859411795624,0.00666395955777204
850.475,0.495837279046511,0.00701303048448483
850.5,0.495815836536136,0.00669004399393489
850.525,0.495795084264497,0.00653776137428536
850.55,0.495775022231594,0.00669273252275232
850.575,0.495755650437427,0.00693219256247905
850.6,0.495736968881995,0.00665945327764558
850.625,0.495718977565301,0.00634683468096444
850.65,0.495701676487343,0.00672756510150747
850.675,0.49568506564812,0.00621329858397153
850.7,0.495669145047635,0.00623023237215791
850.725,0.495653914685885,0.00646581224498241
850.75,0.495639374562872,0.00712297684375157
850.775,0.495625524678594,0.00711005040891616
850.8,0.495612365033053,0.00687665437777264
850.825,0.495599895626248,0.0065410108681305
850.85,0.495588116458179,0.00658943423609103
850.875,0.495577027528847,0.00660672366054844
850.9,0.495566628838251,0.00634801906403257
850.925,0.49555692038639,0.00639748218143929
850.95,0.495547902173267,0.0066028189266849
850.975,0.495539574198879,0.00688679587615829
851,0.495531936463228,0.00707610356494128
851.025,0.495524988966312,0.00742176304843036
851.05,0.495518731708134,0.00749602642638423
851.075,0.495513164688691,0.0075352380945401
851.1,0.495508287907984,0.00714836940701537
851.125,0.495504101366014,0.00733271440722321
851.15,0.49550060506278,0.00704661363942747
851.175,0.495497798998283,0.00748832097807542
851.2,0.49549568317252,0.00781551863683807
851.225,0.495494257585495,0.00767451275171922
851.25,0.495493522237205,0.00729336015458446
851.275,0.495493477127653,0.00652710984140211
851.3,0.495494122256836,0.00667633697070056
851.325,0.495495457624755,0.00664306106841497
851.35,0.495497483231411,0.00652655470832063
851.375,0.495499767672394,0.00624515220218973
851.4,0.495501879543292,0.00650213426496396
851.425,0.495503818844108,0.00603101250711414
851.45,0.495505585574841,0.00617704393430938
851.475,0.49550717973549,0.00600877176665606
851.5,0.495508601326057,0.00594010487987167
851.525,0.49550985034654,0.00592381477244704
851.55,0.49551092679694,0.00584152721004773
851.575,0.495511830677257,0.00584483339347191
851.6,0.495512561987491,0.0058100479994559
851.625,0.495513120727642,0.00599339411125995
851.65,0.49551350689771,0.0055872434628831
851.675,0.495513720497693,0.00551487488776766
851.7,0.495513761527594,0.00548900560206353
851.725,0.495513629987413,0.00527517432726304
851.75,0.495513325877148,0.0053427252776904
851.775,0.4955128491968,0.00525524589833329
851.8,0.495512199946369,0.00529861248813126
851.825,0.495511378125855,0.00524494575379413
851.85,0.495510383735257,0.00499139196749772
851.875,0.495509216774575,0.00521447458585646
851.9,0.495507877243811,0.00507372376415676
851.925,0.495506365142965,0.00515174557294379
851.95,0.495504680472035,0.00516539505074828
851.975,0.495502823231022,0.00526595078018502
852,0.495500793419926,0.00557182196090221
852.025,0.495498591038745,0.00554976560407974
852.05,0.495496216087483,0.00553378655436805
852.075,0.495493668566138,0.00544091578060706
852.1,0.495490948474709,0.00548514686507221
852.125,0.495488055813196,0.00539711842394375
852.15,0.495484990581601,0.00506046678386548
852.175,0.495481752779923,0.00499794680937014
852.2,0.495478342408162,0.00476116686903448
852.225,0.495474759466316,0.00472769481452619
852.25,0.495471003954389,0.00503954698720146
852.275,0.495467075872378,0.00526158643771995
852.3,0.495462975220283,0.00544201648982236
852.325,0.495458701998107,0.0055497780857508
852.35,0.495454256205846,0.00540489529507214
852.375,0.495449637843502,0.00529522860566689
852.4,0.495444846911076,0.00514987658454942
852.425,0.495439883408565,0.00539097230747981
852.45,0.495434747335973,0.00533447471740241
852.475,0.495429438693298,0.00546890868621422
852.5,0.495423957480537,0.0055718511037341
852.525,0.495418303697696,0.0056277265959831
852.55,0.495412477344771,0.00566122054599161
852.575,0.495406478421761,0.00587619487784397
852.6,0.49540030692867,0.00565260757668875
852.625,0.495393962865495,0.00555742630871442
852.65,0.495387446232237,0.00582749874181769
852.675,0.495380757028895,0.00605543524487573
852.7,0.495373895255471,0.00599297313089058
852.725,0.495366860911963,0.00569935908807218
852.75,0.495359653998373,0.00571017811968427
852.775,0.495352274514699,0.00594679971766958
852.8,0.495344722460943,0.0063626018136652
852.825,0.495336997837102,0.00644343049789622
852.85,0.495329100643179,0.00681401089829098
852.875,0.495321030879173,0.00664031525251767
852.9,0.495312788545084,0.00680545793922578
852.925,0.495304373640911,0.00664214981751912
852.95,0.495295786166654,0.00678835904675905
852.975,0.495287026122317,0.0070420052953145
853,0.495278093507894,0.0071394342352193
853.025,0.495268988323388,0.00705673958498328
853.05,0.495259710568801,0.00698962638686759
853.075,0.495250260244129,0.00748558493395689
853.1,0.495240637349375,0.00773167420618298
853.125,0.495230841884537,0.0079172105130096
853.15,0.495220873849617,0.00795323864430999
853.175,0.495210733244613,0.00835485746334177
853.2,0.495200420069525,0.00833736733641929
853.225,0.495189934324354,0.0084299276919528
853.25,0.495179276009101,0.00850931013508676
853.275,0.495168445123765,0.00836182157266227
853.3,0.495157441668344,0.00858793312330165
853.325,0.495146265642841,0.00856533307977489
853.35,0.495134917047256,0.00810231349158813
853.375,0.495123395881587,0.00807933514602946
853.4,0.495111702145834,0.00780247435854981
853.425,0.495099835839999,0.00750051969353928
853.45,0.495087796964081,0.00766647257358505
853.475,0.495075585518079,0.00796150206775216
853.5,0.495063201501994,0.0079281384691616
853.525,0.495050644915826,0.0076972411051438
853.55,0.495037915759575,0.00752970125443837
853.575,0.495025014033241,0.00717687895032556
853.6,0.495011939736823,0.00736137161322984
853.625,0.494998692870323,0.00752923991389367
853.65,0.494985273433739,0.00751554291041224
853.675,0.494971681427072,0.00765711011823469
853.7,0.494957916850322,0.00808821506997158
853.725,0.494943979703489,0.00786659132687271
853.75,0.494929869986573,0.00769026435695485
853.775,0.494915587699574,0.00746401419664447
853.8,0.494901132842491,0.00731043444222903
853.825,0.494886505415326,0.00701897928975883
853.85,0.494871705418076,0.0068654650107616
853.875,0.494856732850745,0.00681292360406518
853.9,0.494841587713329,0.00698991705408601
853.925,0.494826270005831,0.00687011471466348
853.95,0.49481077972825,0.00694913826035179
853.975,0.494795116880585,0.00665851904583494
854,0.494779281462837,0.00631829634868418
854.025,0.494763273475007,0.0059315105302038
854.05,0.494747092917093,0.00608337062104079
854.075,0.494730739789096,0.00566534636095172
854.1,0.494714214091015,0.00525708726089936
854.125,0.494698199611657,0.00503726807702871
854.15,0.494683380139824,0.00542294257893498
854.175,0.494669755675519,0.00640630688545509
854.2,0.49465732621874,0.00625245000275776
854.225,0.494646091769486,0.00743016395536889
854.25,0.494636052327759,0.00775743336943669
854.275,0.494627207893559,0.0079013377296307
854.3,0.494619558466885,0.00750913076118428
854.325,0.494613104047737,0.00787323815189752
854.35,0.494607844636116,0.00769081995943345
854.375,0.494603780232021,0.00755596583746362
854.4,0.494600910835453,0.00827801130498947
854.425,0.494599236446411,0.00882133333722007
854.45,0.494598757064896,0.0085213075439456
854.475,0.494599472690905,0.00919067408468591
854.5,0.494601383324442,0.00961161795744464
854.525,0.494604488965506,0.0101607644139869
854.55,0.494608789614096,0.0101335284063374
854.575,0.494614285270212,0.00932355609507014
854.6,0.494620975933854,0.00969484163529565
854.625,0.494628861605023,0.00918103008021109
854.65,0.494637942283718,0.0086148714245789
854.675,0.49464821796994,0.00856446355255647
854.7,0.494659688663688,0.00940840323404645
854.725,0.494672354364962,0.00974606323432495
854.75,0.494686215073762,0.00911931525297849
854.775,0.494701270790089,0.00901965891164799
854.8,0.494717521513943,0.00928170734096265
854.825,0.494734967245323,0.00901445368181279
854.85,0.494753607984229,0.00878349735103921
854.875,0.494773443730661,0.00915556063807976
854.9,0.494794474484621,0.00917498976103993
854.925,0.494816700246106,0.00919646610504253
854.95,0.494840121015117,0.00847286031564111
854.975,0.494864736791656,0.00772057579126955
855,0.49489054757572,0.00779087442153474
855.025,0.494917553367311,0.00830077657632718
855.05,0.494945754166428,0.00806749752579861
855.075,0.494975149973071,0.00812151899257104
855.1,0.495005740787241,0.00792168377473079
855.125,0.495037526608937,0.00797488833220749
855.15,0.49507050743816,0.00794371889741981
855.175,0.495104683274909,0.0077562936005569
855.2,0.495140054119184,0.00725726660167019
855.225,0.495176619970985,0.00716626832200894
855.25,0.495214380830315,0.00748654982073378
855.275,0.495253336697168,0.00718120977416666
855.3,0.495293487571549,0.00764359307973864
855.325,0.495334833453457,0.00678991821935041
855.35,0.49537737434289,0.00702975025110807
855.375,0.49542111023985,0.00671664026573961
855.4,0.495466041144336,0.00660970115492889
855.425,0.495512167056349,0.00644444511257523
855.45,0.495559487975888,0.00657066899174778
855.475,0.495608003902954,0.00690168526744931
855.5,0.495657714837546,0.00671311797729131
855.525,0.495708620779663,0.00716818061825242
855.55,0.495760721729308,0.00742137927000556
855.575,0.495814017686478,0.00719503350448239
855.6,0.495868508651176,0.00703109052741574
855.625,0.495924194623399,0.00684037013534818
855.65,0.495981075603151,0.0064631634014669
855.675,0.496039151590426,0.00611269958657597
855.7,0.496098422585229,0.00622931723525828
855.725,0.496158888587558,0.00587546567481671
855.75,0.496220549597414,0.0059052895897389
855.775,0.496283405614795,0.00583961345771346
855.8,0.496347456639705,0.00569469896322625
855.825,0.496412702672139,0.00580072798889505
855.85,0.496479143712099,0.00567492768171596
855.875,0.496546779759588,0.00483834653497332
855.9,0.4966156108146,0.0044083834965184
855.925,0.496685636877141,0.00449647228679926
855.95,0.496756857947208,0.00459809745376788
855.975,0.496829274024801,0.0048069220702407
856,0.496902885109919,0.00497168687559712
856.025,0.496977691202565,0.00476146928930736
856.05,0.497053692302737,0.00483404681453241
856.075,0.497130888410436,0.0048906879105989
856.1,0.497209279525661,0.00475299894522927
856.125,0.497288865648412,0.00488258276895969
856.15,0.497369646778689,0.00463237000241722
856.175,0.497451622916492,0.00477347125519969
856.2,0.497534794061823,0.00445680459296155
856.225,0.49761916021468,0.00455067810676349
856.25,0.497704721375062,0.00466674578670494
856.275,0.497791477542972,0.00447471507951631
856.3,0.497879428718408,0.00442817248179664
856.325,0.49796857490137,0.00432821840910363
856.35,0.498058916091858,0.00427800848016583
856.375,0.498150452289872,0.00425481733339097
856.4,0.498243183495414,0.00420190503940812
856.425,0.498337109708482,0.0042566672867401
856.45,0.498432230929075,0.00407491528349723
856.475,0.498528547157196,0.00392308313751742
856.5,0.498626058392843,0.00363869595178083
856.525,0.498724764636015,0.00374222257990172
856.55,0.498824665886715,0.00365928492020281
856.575,0.498925762144941,0.00364767509949679
856.6,0.499028053410693,0.00355591712250848
856.625,0.499131539683971,0.00364660916754847
856.65,0.499236220964776,0.00368154663121653
856.675,0.499342097253107,0.00340556541791005
856.7,0.499449168548965,0.00315331870180636
856.725,0.49955743485235,0.00359723780783193
856.75,0.499666896163259,0.00360193097348985
856.775,0.499777552481696,0.00370196804917799
856.8,0.499889403807659,0.00388911399582935
856.825,0.500002450141149,0.00388138781002908
856.85,0.500114869340886,0.00382271498330284
856.875,0.500224839265592,0.00364784466859526
856.9,0.500332359915266,0.00356887916619667
856.925,0.500437431289911,0.00383795371875932
856.95,0.500540053389523,0.00402867551916252
856.975,0.500640226214104,0.00410420787106361
857,0.500737949763655,0.00367112039978637
857.025,0.500833224038174,0.00371936144972936
857.05,0.500926049037663,0.00363859007387446
857.075,0.50101642476212,0.00363610092873462
857.1,0.501104351211546,0.00364290909350349
857.125,0.50118982838594,0.00359954672467796
857.15,0.501272856285304,0.00359598748677755
857.175,0.501353434909636,0.0038630966206439
857.2,0.501431564258938,0.00408704936617536
857.225,0.501507244333208,0.00399120960064588
857.25,0.501580475132447,0.00394343697850702
857.275,0.501651256656654,0.00395886332171737
857.3,0.501719588905831,0.00399592612453302
857.325,0.501785471879978,0.00386289523913779
857.35,0.501848905579092,0.00400095547210034
857.375,0.501909890003175,0.00413410962111214
857.4,0.501968425152229,0.00411572548596682
857.425,0.502024511026249,0.0040240284941976
857.45,0.502078147625239,0.00396283390835452
857.475,0.502129334949199,0.00388402765240365
857.5,0.502178072998127,0.00406023558244047
857.525,0.502224361772024,0.00395742603916621
857.55,0.502268201270889,0.00396089506385997
857.575,0.502309591494724,0.00380751333413094
857.6,0.502348532443527,0.00366540620585713
857.625,0.502385024117299,0.00371571813676778
857.65,0.50241906651604,0.003639313724113
857.675,0.50245065963975,0.00350488537575263
857.7,0.502479803488429,0.00337491880078391
857.725,0.502506498062077,0.0034227160851816
857.75,0.502530743360694,0.00341859321652842
857.775,0.50255253938428,0.00356538589704532
857.8,0.502571886132833,0.00361209069159502
857.825,0.502588783606358,0.00355746633675989
857.85,0.502603231804849,0.00340889698932749
857.875,0.50261523072831,0.00350968526872613
857.9,0.502624780376741,0.00365434397988016
857.925,0.502631880750139,0.00371240420772688
857.95,0.502636531848506,0.00359083257620583
857.975,0.502638733671844,0.00380595075889444
858,0.502638486220148,0.00337016057937997
858.025,0.502635789493423,0.00355035575415615
858.05,0.502630643491667,0.00366342012334945
858.075,0.502623048214878,0.00343568551572976
858.1,0.502613003663058,0.00338042088025551
