"wav","filter","error"
858.125,0.502600509836209,0.00322017551492823
858.15,0.502585566734328,0.00328745000910443
858.175,0.502568174357415,0.00333109694451544
858.2,0.502548332705471,0.00346930141608268
858.225,0.502526041778497,0.00362619820649026
858.25,0.502501301576491,0.00378866460721499
858.275,0.502474112099455,0.00373976635152817
858.3,0.502444473347387,0.00376163497755505
858.325,0.502412385320287,0.00385837502211481
858.35,0.502377848018157,0.00395318309141987
858.375,0.502340861440995,0.00396975650249449
858.4,0.502301425588803,0.00392396715713344
858.425,0.502259540461579,0.00391403703197993
858.45,0.502215206059324,0.00397177622540709
858.475,0.502168422382039,0.00416269553880674
858.5,0.502119189429721,0.00431020513214432
858.525,0.502067507202373,0.00441156083442008
858.55,0.502013375699994,0.00434884869395242
858.575,0.501956794922583,0.00449639085862267
858.6,0.501897764870141,0.00471201408583548
858.625,0.50183628554267,0.00442745336165355
858.65,0.501772356940166,0.00460525957185822
858.675,0.501705979062631,0.00452743878433618
858.7,0.501637151910065,0.0044872860086261
858.725,0.501565875482468,0.00445646936505855
858.75,0.501492149779839,0.00415108465002675
858.775,0.501415974802181,0.00451200253042021
858.8,0.501337350549489,0.00441503709374
858.825,0.501256277021768,0.00471196609853565
858.85,0.501172754219015,0.00460153997141803
858.875,0.501086782141231,0.00432927197396109
858.9,0.500998360788416,0.00414712248468546
858.925,0.50090749016057,0.00405778779588966
858.95,0.500814170257693,0.0043334889367478
858.975,0.500718401079784,0.00399661947580687
859,0.500620182626845,0.00411062612663989
859.025,0.500519514898875,0.00405779345096103
859.05,0.500416397895872,0.0040010223288758
859.075,0.500310831617839,0.00408600621608461
859.1,0.500202816064775,0.00422045276912748
859.125,0.50009235123668,0.00424892641078674
859.15,0.499979437133555,0.00420018984889796
859.175,0.499864073755397,0.00434070828164936
859.2,0.499746261102208,0.00456738584216335
859.225,0.499625999173989,0.00446131945760822
859.25,0.499503287970738,0.00443053583426626
859.275,0.499378127492457,0.00444832038655329
859.3,0.499250517739143,0.00442037667634698
859.325,0.499120458710798,0.00432594709828617
859.35,0.498987950407424,0.00424093872381347
859.375,0.498852992829018,0.00422428694598632
859.4,0.49871558597558,0.00433650708567539
859.425,0.498575729847112,0.00438392067958706
859.45,0.498433424443611,0.00438573364219612
859.475,0.498288669765081,0.00439180339920701
859.5,0.498141465811518,0.00423101267981463
859.525,0.497991812582925,0.00424901392372908
859.55,0.497839710079302,0.00420040005719274
859.575,0.497687444436781,0.00427528350922758
859.6,0.4975373017915,0.00420574144280777
859.625,0.49738928214346,0.00405207747458587
859.65,0.497243385492657,0.00391068071094913
859.675,0.497099611839096,0.00401197396608279
859.7,0.496957961182773,0.00406891279609094
859.725,0.496818433523689,0.00399092230978661
859.75,0.496681028861847,0.00389054232159528
859.775,0.496545747197242,0.00404697458601899
859.8,0.496412588529878,0.00403000193945366
859.825,0.496281552859751,0.00393943917804325
859.85,0.496152640186866,0.00381189678732912
859.875,0.49602585051122,0.00379730454344567
859.9,0.495901183832813,0.0038782615845705
859.925,0.495778640151645,0.00398534949486507
859.95,0.495658219467716,0.0040664011130081
859.975,0.495539921781029,0.00403669083003899
860,0.49542374709158,0.00396962648064149
860.025,0.495309695399371,0.00407471404338791
860.05,0.495197766704401,0.00420739642772518
860.075,0.495087961006669,0.00428896462554355
860.1,0.494980278306179,0.0044320807282631
860.125,0.494874718602927,0.00454764730120512
860.15,0.494771281896914,0.00459063740057249
860.175,0.494669968188142,0.00468847816490741
860.2,0.494570777476609,0.0048070961111058
860.225,0.494473709762315,0.0048184095343757
860.25,0.494378765045261,0.00487495569219733
860.275,0.494285943325445,0.0049194500677516
860.3,0.49419524460287,0.00501761879482754
860.325,0.494106668877535,0.00494527868498
860.35,0.494020216149438,0.00500100934380441
860.375,0.493935886418581,0.00478031367293907
860.4,0.493853679684964,0.00457024504404724
860.425,0.493773595948586,0.00460239287909417
860.45,0.493695635209448,0.00436962801875889
860.475,0.493619797467549,0.00436009919999646
860.5,0.493546082722888,0.00431325931567852
860.525,0.493474490975469,0.00436013014963771
860.55,0.493405022225288,0.0045057424005887
860.575,0.493337676472347,0.00459690628590863
860.6,0.493272453716645,0.00455858109685849
860.625,0.493209353958182,0.00460703339895476
860.65,0.493148377196961,0.00484957377587121
860.675,0.493089523432977,0.00502907351275871
860.7,0.493032792666232,0.00522319276520776
860.725,0.492978184896729,0.00535072724433822
860.75,0.492925700124464,0.00524995079443588
860.775,0.492875338349438,0.00531263930173045
860.8,0.492827099571653,0.00513928561706986
860.825,0.492780983791106,0.00505809238030849
860.85,0.492736991007799,0.00498292099730641
860.875,0.492695121221731,0.00512331413460437
860.9,0.492655374432903,0.00509633785486999
860.925,0.492617750641315,0.005035032134734
860.95,0.492582249846966,0.00502876356696451
860.975,0.492548872049857,0.00500851391924396
861,0.492517617249986,0.00496220963946854
861.025,0.492488485447356,0.00496675410657124
861.05,0.492461476641965,0.00496325770995886
861.075,0.492436590833813,0.00499198483583894
861.1,0.492413828022901,0.00474687070972828
861.125,0.492393188209228,0.00473248162679823
861.15,0.492374671392795,0.00488983443801578
861.175,0.492358277573601,0.00496825850095078
861.2,0.492344006751646,0.00515229492765796
861.225,0.492331858926932,0.00518126711044393
861.25,0.492321834099456,0.00518975001908961
861.275,0.492313932269221,0.00527599636994927
861.3,0.492308153436224,0.00538913301602621
861.325,0.492304497600467,0.00558199127887108
861.35,0.49230296476195,0.00571233880558662
861.375,0.492303554920672,0.00568211470390457
861.4,0.492306268076634,0.00583658540978844
861.425,0.492311104229834,0.00614421026461124
861.45,0.492318063380275,0.00624635110035403
861.475,0.492327145527954,0.00629756313138627
861.5,0.492338350672873,0.00612977143025386
861.525,0.492351678815032,0.00618704610719781
861.55,0.492367129954431,0.0060678561399095
861.575,0.492384704091069,0.00593060384279334
861.6,0.492404401224945,0.00588729874365407
861.625,0.492426221356062,0.00605154073566973
861.65,0.492450164484419,0.00590835584111779
861.675,0.492476230610014,0.00571390348113708
861.7,0.49250441973285,0.00582708345991675
861.725,0.492534731852924,0.00569638950292381
861.75,0.492567166970238,0.00569671137713349
861.775,0.492601725084791,0.00570435350405253
861.8,0.492638406196584,0.00566737144538171
861.825,0.492677210305617,0.0055355726668364
861.85,0.492718137411889,0.0053437873674082
861.875,0.4927611875154,0.00537886667497626
861.9,0.492806360616151,0.00541546729124896
861.925,0.492853656714141,0.00518691446544612
861.95,0.492903075809372,0.00509008274582482
861.975,0.492954617901841,0.00506944090975555
862,0.49300828299155,0.00507223199505328
862.025,0.493064071078498,0.00514346681783074
862.05,0.493121982162685,0.00524996308392355
862.075,0.493182016244112,0.00539007475962003
862.1,0.49324417332278,0.00537145329697762
862.125,0.493308453398685,0.00535886677538768
862.15,0.493374856471832,0.0055881851701374
862.175,0.493443382542216,0.00552171297055099
862.2,0.493514031609841,0.00550907911929425
862.225,0.493586803674705,0.00566654974010288
862.25,0.493661698736808,0.0054599431876161
862.275,0.493738716796151,0.00575880446219143
862.3,0.493817857852733,0.005787805580167
862.325,0.493896942292442,0.00581975732125569
862.35,0.493973790501158,0.00596887094572852
862.375,0.494048402478884,0.00575477653922287
862.4,0.494120778225621,0.00588199381896881
862.425,0.494190917741367,0.00604576297822743
862.45,0.494258821026123,0.00631856309836745
862.475,0.494324488079889,0.00655479397498427
862.5,0.494387918902664,0.00669508011461945
862.525,0.494449113494449,0.00656992486892145
862.55,0.494508071855245,0.00665028911253283
862.575,0.494564793985049,0.00653540256034043
862.6,0.494619279883865,0.00656651303586279
862.625,0.494671529551689,0.00652926075833757
862.65,0.494721542988523,0.00645902575677988
