Filter,Max Residual
Johnson:U,1.12956911602069e-08
Johnson:V,3.9827905418121645e-09
Stromgren:v,4.543920684163538e-09
Gaia:G,1.032527852107279e-08
Bolometric:900-40000,6.05334606884611e-08
