Filter,Max Residual
Johnson:U,6.475041774978152e-07
Johnson:V,2.2828306589506298e-07
Stromgren:v,2.604384702342699e-07
Gaia:G,5.918970669149815e-07
Bolometric:900-40000,3.4699864408516135e-06
