Filter,Max Residual
Johnson:U,1.159721757959531e-06
Johnson:V,4.088119973655324e-07
Stromgren:v,4.6639428574746233e-07
Gaia:G,1.0601170756796563e-06
Bolometric:900-40000,6.214723638819919e-06
