Filter,Max Residual
Johnson:U,9.338071726983088e-08
Johnson:V,3.292554517919655e-08
Stromgren:v,3.75643701699957e-08
Gaia:G,8.535827056288525e-08
Bolometric:900-40000,5.004256264928841e-07
