Filter,Max Residual
Johnson:U,4.331388725464791e-08
Johnson:V,1.5274103870588362e-08
Stromgren:v,1.742673738647227e-08
Gaia:G,3.958376193491375e-08
Bolometric:900-40000,2.320837206859494e-07
