Filter,Max Residual
Johnson:U,9.482829689266836e-07
Johnson:V,3.3432837864832976e-07
Stromgren:v,3.8142704072985367e-07
Gaia:G,8.66823429812591e-07
Bolometric:900-40000,5.08176723823528e-06
