Filter,Max Residual
Johnson:U,3.6938317848900226e-08
Johnson:V,1.3024095357749843e-08
Stromgren:v,1.4859019792368144e-08
Gaia:G,3.376497814677748e-08
Bolometric:900-40000,1.9795166639191564e-07
