Filter,Max Residual
Johnson:U,1.820288997311792e-08
Johnson:V,6.418219733461683e-09
Stromgren:v,7.3224624141943195e-09
Gaia:G,1.6639087108138995e-08
Bolometric:900-40000,9.75490122012701e-08
