Filter,Max Residual
Johnson:U,1.0460338017992399e-07
Johnson:V,3.6882470189070204e-08
Stromgren:v,4.207876169726177e-08
Gaia:G,9.561687386305806e-08
Bolometric:900-40000,5.605676917097568e-07
