Filter,Max Residual
Johnson:U,1.5921854668032864e-06
Johnson:V,5.61363599715925e-07
Stromgren:v,6.40440759869243e-07
Gaia:G,1.455438928710251e-06
Bolometric:900-40000,8.532570010544305e-06
