Filter,Max Residual
Johnson:U,4.161474587593972e-06
Johnson:V,1.4674758213040207e-06
Stromgren:v,1.6741499491157441e-06
Gaia:G,3.8042997635434617e-06
Bolometric:900-40000,2.2303393483857903e-05
