Filter,Max Residual
Johnson:U,8.217959603928904e-07
Johnson:V,2.8972359789047886e-07
Stromgren:v,3.3053086467838e-07
Gaia:G,7.512281691157696e-07
Bolometric:900-40000,4.404029932181253e-06
