Filter,Max Residual
Johnson:U,1.081503910538295e-06
Johnson:V,3.8131377844141667e-07
Stromgren:v,4.350302885702817e-07
Gaia:G,9.886100049705249e-07
Bolometric:900-40000,5.79578647619261e-06
