Filter,Max Residual
Johnson:U,2.4253352388647897e-06
Johnson:V,8.547605132580571e-07
Stromgren:v,9.751070227936864e-07
Gaia:G,2.2171620887023735e-06
Bolometric:900-40000,1.2996918756114084e-05
