Filter,Max Residual
Johnson:U,1.302896823207611e-06
Johnson:V,4.5917878488399566e-07
Stromgren:v,5.238352496217402e-07
Gaia:G,1.1910415494975624e-06
Bolometric:900-40000,6.981888021950766e-06
